"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",8791,746.788990825688,"1124.99","2","2005","70","3",1956,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","4","40","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","2","NA",0,0,0,36814,0,0,0,0,0,0,0,0,0,0,0,1,"1259.87","NA","1936","1925","NA","NA","5","1","NA","NA","NA","5",879,"2",48,"1","9.1243"
"2005","SE",8841,746.788990825688,"1276.25","3","2005","60","3",1977,"2","1","1","SE","2","NA","2","1","NA","2","NA","NA","3","5","NA","0","12","NA","g","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","1",0,0,0,1869,0,0,0,0,0,0,0,0,0,0,2713,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",884,"2",27,"1","9.1243"
"2005","SE",8971,746.788990825688,"1212.3","3","2005","60","3",1973,"2","2","3","SE","2","NA","5","1","NA","NA","NA","NA","3","2","40","0","0","NA","g","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1","NA","NA","NA",0,0,0,38241,0,132,105,0,0,0,0,0,0,0,0,1,"393.6933","2","1925","NA","NA","NA","1","1","NA","6","NA","3",897,"2",31,"NA","9.1243"
"2005","SE",9021,746.788990825688,"NA","1","2005","75","3",1943,"2","2","2","SE","2","NA","5","6","NA","NA","2","NA","3","2","NA","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","2","NA","NA","NA",0,658,0,0,0,506,0,0,0,0,4414,0,0,19025,0,1,"1124.99","NA","1936","1925","NA","NA","NA","NA","41","NA","NA","NA",902,"3",61,"1","9.1243"
"2005","SE",9441,746.788990825688,"1219.14","2","2005","45","1",1963,"2","1","1","SE","2","NA","4","1","NA","1","NA","NA","3","2","47","12","0","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","1",0,0,0,48738,0,918,0,0,0,0,0,0,0,0,0,1,"635.96","NA","NA","NA","NA","1","1","NA","NA","1","NA","3",944,"3",41,"1","9.1243"
"2005","SE",9661,746.788990825688,"1219.14","4","2005","55","1",1933,"1","2","3","SE","2","5","1","5","NA","NA","NA","NA","3","0 - 1","NA","0","12","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","3",0,197,0,0,0,0,0,0,0,0,16896,0,0,0,0,1,"607.5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",966,"2",71,"1","9.1243"
"2005","SE",9861,746.788990825688,"1173.25","1","2005","60","2",1955,"1","2","3","SE","2","NA","3","2","NA","2","2","NA","NA","9","75","0","0","NA","g","3","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,0,12083,0,0,0,0,200,0,0,0,0,0,1218,1,"584.745","1","1945","NA","NA","NA","3","NA","NA","NA","NA","NA",986,"2",49,"3","9.1243"
"2005","SE",9901,746.788990825688,"1184.35","4","2005","60","2",1954,"1","1","3","SE","2","NA","5","1","NA","NA","NA","NA","3",,"60","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",0,0,0,0,0,855,65681,0,0,15302,0,0,0,0,0,1,"562.495","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",990,"2",50,"2","9.1243"
"2005","SE",9911,746.788990825688,"1200.05","3","2005","65","3",1960,"1","2","1","SE","2","NA","4","1","NA","NA","NA","NA","3","3","40","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",1828,0,0,32030,0,0,0,0,0,0,0,0,514,0,0,1,"1276.25","1","NA","NA","NA","2","1","NA","NA","1","NA","5",991,"3",44,"4","9.1243"
"2005","SE",9951,746.788990825688,"NA","3","2005","40","1",1972,"2","1","1","SE","2","NA","5","1","NA","1","NA","NA","NA","5","39","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","2",0,164,0,37808,41,0,0,0,0,0,0,0,396,0,0,1,"629.935","1","1935","NA","NA","NA","NA","NA","NA","NA","NA","NA",995,"2",32,"1","9.1243"
"2005","SE",10361,746.788990825688,"NA","1","2005","70","3",1955,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","3","40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",0,395,0,42793,0,0,0,0,0,0,0,0,0,0,0,1,"516.805","1","1936","NA","NA","5","1","1","NA","6","NA","5",1036,"3",49,"1","9.1243"
"2005","SE",10641,746.788990825688,"1212.3","2","2005","NA","3",1983,"2","1","3","SE","1","NA","3","4","NA","NA","2","NA","NA","4","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","NA","NA","2","NA",41,0,0,8910,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","NA","NA","6","NA","NA",1064,"2",21,"1","9.1243"
"2005","SE",10651,746.788990825688,"NA","4","2005","50","4",1926,"2","1","1","SE","2","NA",,"5","NA","1","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA",14,0,0,0,0,0,0,0,0,0,14777,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","11","NA","NA","NA",1065,"2",78,"4","9.1243"
"2005","SE",11021,746.788990825688,"1124.99","1","2005","60","1",1977,"2","1","3","EU","2","NA","5","1","NA","NA","NA","NA","3","3","40","12","0","NA","l-n","NA","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,0,0,25151,14,842,0,0,0,0,0,0,1073,0,0,1,"NA","2","1925","NA","NA","1","1","NA","NA","NA","NA","5",1102,"3",27,"1","9.1243"
"2005","SE",11081,746.788990825688,"1184.35","4","2005","60","4",1970,"2","1","2","SE","2","NA","5","3","NA","1","2","NA","NA",,"40","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,0,13143,0,1052,0,0,0,0,0,0,0,0,6948,1,"567.865","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",1108,"3",34,"3","9.1243"
"2005","SE",11141,746.788990825688,"NA","3","2005","45","1",1970,"1","1","1","SE","2","NA","3","2","NA","2","2","NA","3","7","NA","0","0","NA","f","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",0,0,0,9586,0,0,0,0,0,0,0,0,764,0,0,1,"535.785","NA","1952","1943","NA","2","NA","NA","NA","NA","NA","3",1114,"2",34,"3","9.1243"
"2005","SE",11301,746.788990825688,"NA","1","2005","60","2",1947,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","2","NA",0,0,0,97925,508,0,0,0,0,0,0,0,0,0,0,1,"585.795","NA","1925","1925","NA","5","0","2","NA","6","NA","NA",1130,"2",57,"1","9.1243"
"2005","SE",11681,746.788990825688,"1259.87","3","2005","60","2",1947,"2","5","2","SE","2","NA","5",,"NA","NA","NA","NA","3",,"NA","12","0","NA",,"NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","3",0,0,0,26114,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","1","NA","1926","NA","5","1","NA","NA","1","NA","5",1168,"3",57,"1","9.1243"
"2005","SE",11951,746.788990825688,"NA","4","2005","65","1",1962,"2","4","1","SE","2","NA","2","1","NA","NA","NA","NA","3","4","40","12","12","NA","g","4","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",0,0,0,31956,0,0,0,0,0,0,0,0,0,0,0,1,"629.935","1","NA","1943","NA","1","NA","NA","NA","NA","NA","NA",1195,"3",42,"4","9.1243"
"2005","SE",12441,746.788990825688,"1101.21","3","2005","60","2",1977,"1","1","2","SE","2","NA","5","4","NA","NA","2","NA","NA","9","NA","0","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",11,0,0,1801,0,0,0,0,0,0,0,0,0,0,216,1,"607.5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","5",1244,"2",27,"4","9.1243"
"2005","SE",12501,746.788990825688,"NA","1","2005","47","2",1973,"2","2","3","SE","2","NA","3","2","NA","NA","NA","NA","3","5","45","12","0","NA","l-n","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA","NA","NA",0,84,0,43850,0,132,0,0,0,0,0,0,749,0,0,1,"584.745","1","NA","NA","NA","NA","1","1","NA","6","NA","NA",1250,"2",31,"4","9.1243"
"2005","SE",12551,746.788990825688,"NA","4","2005","80","1",1938,"1","2","3","SE","2","NA","1","5","NA","NA","2","NA","NA",,"40","7","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","8","2","NA",0,0,0,450,0,0,0,0,0,0,22366,0,0,0,0,1,"1215","1","NA","NA","NA","NA","NA","NA","NA","6","NA","NA",1255,"3",66,"1","9.1243"
"2005","SE",12871,746.788990825688,"1212.3","1","2005","60","2",1933,"1","2","2","SE","1","NA","5","2","NA","NA","2","NA","NA","0 - 1","40","12","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,263,0,211,0,0,2806,0,795,0,3572,0,0,0,0,1,"389.83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1287,"2",71,"3","9.1243"
"2005","SE",13581,746.788990825688,"NA","4","2005","35","4",1939,"1","2","2","EU","2","NA","5","5","NA","NA","NA","NA","3",,"40","0","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5248,1315,0,0,0,44,0,0,0,0,26429,0,0,0,0,1,"638.125","2","NA","1944","NA","NA","2","2","NA","NA","NA","NA",1358,"3",65,"1","9.1243"
"2005","SE",13711,746.788990825688,"NA","2","2005","65","1",1949,"2","5","3","SE","2","NA","3","1","NA","1","NA","NA","3","9","NA","0","0","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","1","NA","NA","NA","NA",0,0,0,13182,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51","NA",1371,"2",55,"1","9.1243"
"2005","SE",13731,746.788990825688,"NA","2","2005","50","3",1981,"2","1","1","SE","2","NA","5","2","NA","NA","NA","NA","3","3","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA",0,1578,0,6670,5,395,0,0,0,1301,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA",1373,"2",23,"3","9.1243"
"2005","SE",13741,746.788990825688,"NA","4","2005","60","2",1964,"2","2","3","SE","2","NA","5","2","NA","NA","2","NA","NA","5","NA","0","0","NA","p-q","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","NA","NA",0,0,0,12652,0,1875,0,0,0,0,0,0,86,0,0,1,"425.4167","1","NA","1934","NA","1","NA","NA","NA","NA","NA","NA",1374,"2",40,"4","9.1243"
"2005","SE",13821,746.788990825688,"1212.3","4","2005","60","4",1943,"2","5","1","SE","2","NA","4","6","NA","1","NA","NA","3","2","NA","NA","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","NA","2","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,3174,0,0,12139,0,1,"NA","NA","NA","1938","NA","3","NA","NA","31","NA","NA","NA",1382,"3",61,"1","9.1243"
"2005","SE",13921,746.788990825688,"1051.93","4","2005","60","3",1943,"2","2","1","SE","2","NA","5","5","NA","NA","NA","NA","3",,"40","12","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",0,1167,0,0,0,0,0,0,0,0,46786,0,0,0,0,1,"1171.59","2","NA","NA","NA","2","3","NA","NA","1","NA","NA",1392,"2",61,"3","9.1243"
"2005","SE",14221,746.788990825688,"1111.5","2","2005","60","1",1924,"2","5","1","SE","2","NA","3","5","NA","NA","2","NA","3","5","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",0,0,0,0,0,0,2159,0,3633,0,17861,0,0,0,0,1,"NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",1422,"2",80,"1","9.1243"
"2005","SE",14281,746.788990825688,"NA","2","2005","90","3",1947,"2","5","3","EU","2","NA","5","1","NA","NA","2","NA","3","5","40","12","0","NA","l-n","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,0,31356,17,0,0,0,0,0,0,0,432,0,0,1,"585.795","NA","1927","1940","NA","3","4","1","NA","1","NA","NA",1428,"2",57,"1","9.1243"
"2005","SE",14341,746.788990825688,"NA","3","2005","60","2",1969,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","2","7","NA","12","0","NA","g","NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA",0,132,0,24404,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","4","NA","1925","NA","1","NA","1","NA","2","NA","5",1434,"3",35,"1","9.1243"
"2005","SE",14371,746.788990825688,"1184.35","1","2005","75","2",1964,"1","2","2","SE","1","NA","5","9","NA","NA","NA","NA","1",,"40","12","0","88",,"NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,2194,0,118986,0,0,0,0,0,0,0,0,156,0,0,1,"1171.59","1","1930","1925","NA","1","2","1","NA","1","NA","5",1437,"2",40,"4","9.1243"
"2005","SE",15041,746.788990825688,"NA","1","2005","55","3",1924,"1","5","1","SE","2","5",,"5","NA","NA","2","NA","1",,"NA","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",0,1340,0,0,0,0,0,0,0,0,16722,0,0,0,0,1,"NA","NA","NA","NA","NA","5","NA","NA","NA","6","NA","NA",1504,"2",80,"3","9.1243"
"2005","SE",15261,746.788990825688,"1124.99","4","2005","55","1",1939,"2","2","3","SE","1","NA","3","5","NA","NA","2","NA","NA",,"NA","12","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","1","8","NA","NA",0,0,0,0,0,0,0,0,0,0,23085,0,0,0,0,1,"1171.59","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",1526,"3",65,"3","9.1243"
"2005","SE",15311,746.788990825688,"1124.99","3","2005","65","4",1927,"2","4","3","SE","2","NA","1","5","NA","NA","NA","NA","3","9","40","12","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","6",0,0,0,24497,0,263,0,0,0,0,0,0,0,0,0,1,"607.5","NA","1951","1948","NA","4","2","NA","NA","1","NA","NA",1531,"2",77,"1","9.1243"
"2005","SE",15331,746.788990825688,"1169.49","1","2005","60","1",1950,"1","5","3","SE","2","NA","3","1","NA","NA","2","NA","3","8","40","0","0","NA","b-e","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",0,0,0,1394,0,0,0,0,1120,0,16034,0,31968,0,0,1,"585.795","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1533,"2",54,"1","9.1243"
"2005","SE",15531,746.788990825688,"1124.99","2","2005","90","1",1924,"2","4","2","SE","2","NA",,"5","NA","NA","2","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,12725,0,0,0,0,1,"281.2475","1","1948","NA","NA","NA","3","NA","NA","1","NA","NA",1553,"2",80,"1","9.1243"
"2005","SE",15571,746.788990825688,"1184.6","3","2005","71","1",1924,"1","4","2","SE","2","NA","1","5","NA","1","2","NA","3","5","24","0","8","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",0,0,0,0,0,247,-108,0,0,0,17585,0,0,0,0,1,"NA","1","1944","NA","NA","NA","2","NA","NA","6","41","5",1557,"2",80,"1","9.1243"
"2005","SE",15701,746.788990825688,"1169.49","3","2005","75","1",1967,"1","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","0","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","2","NA",0,0,0,63615,169,0,0,0,0,0,0,0,0,0,0,1,"1171.59","NA","NA","1925","NA","1","2","2","NA","1","NA","NA",1570,"2",37,"3","9.1243"
"2005","SE",15721,746.788990825688,"1276.25","4","2005","60","2",1978,"1","1","1","SE","2","NA","3","1","NA","NA","2","NA","NA","9","NA","2","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,0,13451,0,0,0,0,0,0,0,0,0,0,0,1,"609.57","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA",1572,"2",26,"3","9.1243"
"2005","SE",15781,746.788990825688,"1181.08","4","2005","60","3",1924,"2","2","1","SE","2","NA",,"5","NA","NA","NA","NA","3",,"40","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","NA","NA","NA","NA",0,0,0,15063,0,1790,0,0,0,5991,11676,0,0,0,0,1,"607.5","NA","NA","1953","NA","2","NA","NA","NA","1","NA","3",1578,"2",80,"1","9.1243"
"2005","SE",15791,746.788990825688,"1276.25","1","2005","60","3",1964,"1","1","3","EU","2","NA","3","6","NA","NA","2","NA","3",,"40","12","0","NA",,"NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,6034,20709,0,1,"635.96","1","1932","NA","NA","1","NA","1","NA","6","NA","NA",1579,"2",40,"1","9.1243"
"2005","SE",16131,746.788990825688,"1169.49","2","2005","NA","4",1924,"2","3","3","SE","2","3",,"5","NA","NA","NA","NA","NA",,"NA","0","0","NA",,"5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","6","2","NA",0,0,0,284,922,0,0,0,0,0,7641,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1613,"2",80,"1","9.1243"
"2005","SE",16351,746.788990825688,"1169.49","1","2005","43","4",1986,"2","1","2","SE","2","NA","2","4","NA","NA","2","NA","1",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",0,0,0,1096,0,363,0,0,0,0,0,0,0,0,1190,1,"NA","1","1946","NA","NA","NA","NA","NA","NA","NA","NA","NA",1635,"3",18,"1","9.1243"
"2005","SE",16431,746.788990825688,"1171.59","4","2005","75","1",1936,"2","5","3","SE","2","NA","5","5","NA","NA","NA","NA","3","3","40","12","3","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","1","1","NA","2","NA",0,0,0,0,0,132,0,0,636,0,28850,0,0,0,0,1,"394.8667","NA","1925","NA","NA","NA","NA","NA","NA","6","NA","NA",1643,"2",68,"4","9.1243"
"2005","SE",16451,746.788990825688,"1319.57","3","2005","40","2",1924,"2","4","3","SE","2","NA","3","5","NA","NA","2","NA","NA","4","40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,16338,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1645,"3",80,"3","9.1243"
"2005","SE",16461,746.788990825688,"1181.08","2","2005","45","4",1976,"2","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","NA","NA","NA","NA",60,0,0,19508,0,0,0,0,0,0,0,0,0,0,1091,1,"NA","NA","NA","NA","NA","NA","NA","1","82","NA","NA","5",1646,"3",28,"3","9.1243"
"2005","SE",16531,746.788990825688,"NA","1","2005","45","4",1935,"2","1","1","SE","2","NA","5","5","NA","NA","NA","NA","3","0 - 1","40","0","12","NA",,"NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,22570,0,0,0,0,1,"NA","NA","1925","1955","NA","NA","NA","NA","NA","NA","NA","NA",1653,"3",69,"1","9.1243"
"2005","SE",16831,746.788990825688,"1171.59","2","2005","60","4",1950,"2","4","1","SE","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","g","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","2","NA","NA","NA",0,0,0,49473,0,263,0,0,0,0,0,0,0,0,0,1,"1259.87","1","NA","NA","NA","2","NA","NA","NA","6","NA","5",1683,"3",54,"1","9.1243"
"2005","SE",17101,746.788990825688,"NA","3","2005","60","4",1934,"1","2","2","SE","2","NA","3","5","NA","NA","NA","NA","3","3","NA","12","0","NA",,"NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","6","NA","NA",0,0,0,15224,23,263,0,0,0,0,71273,0,0,0,0,1,"1276.25","NA","NA","NA","NA","1","2","1","NA","NA","NA","5",1710,"2",70,"1","9.1243"
"2005","SE",17211,746.788990825688,"NA","3","2005","80","2",1936,"1","5","3","SE","2","NA","2","5","NA","NA","NA","NA","3","7","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,44219,0,0,0,0,1,"1171.59","1","1925","1944","NA","NA","2","NA","NA","NA","NA","3",1721,"2",68,"4","9.1243"
"2005","SE",17311,746.788990825688,"1184.35","1","2005","75","3",1964,"1","3","1","SE","2","NA","3","1","NA","NA","NA","NA","3","5","50","12","0","NA","g","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",0,0,0,48771,0,0,0,0,0,0,0,0,0,0,0,1,"585.795","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",1731,"2",40,"1","9.1243"
"2005","SE",17341,746.788990825688,"NA","3","2005","NA","3",1947,"2","5","3","SE","2","NA","3","1","NA","NA","NA","1","3","4","36","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",0,0,0,32722,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","1","NA","NA","NA","NA","5","1","NA","2","NA","NA",1734,"3",57,"1","9.1243"
"2005","SE",17801,746.788990825688,"1071.57","1","2005","90","4",1965,"2","1","1","SE","2","NA","4","1","NA","NA","NA","NA","3","2","NA","12","0","NA","o","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,0,26674,0,0,0,0,0,0,0,0,353,0,0,1,"1259.87","1","NA","NA","NA","1","2","1","NA","NA","NA","5",1780,"2",39,"3","9.1243"
